"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-25 ~ 2026-05-24"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"15035","서울특별시 노원구 공릉동","91","0091","0000","청솔아파트8","84.8300","202603","12","79,000","-","8","개인","개인","2000","노원로1가길 10","-","중개거래","서울 노원구","-"
"15036","서울특별시 노원구 공릉동","715","0715","0000","시영3차(라이프)아파트","49.5000","202603","12","53,000","-","9","개인","개인","1994","섬밭로 123","-","중개거래","서울 노원구","-"
"15037","서울특별시 노원구 공릉동","81","0081","0000","태강아파트(아이파크)","49.6000","202603","12","64,000","-","14","개인","개인","1999","공릉로34길 62","-","중개거래","서울 노원구","-"
"15038","서울특별시 노원구 공릉동","492-3","0492","0003","서진프라자아파트","93.0300","202603","12","51,500","-","5","개인","개인","1997","동일로173가길 115","-","중개거래","서울 노원구","26.04.15"
"15039","서울특별시 도봉구 창동","804","0804","0000","대우","59.8600","202603","12","59,000","-","18","개인","개인","1995","덕릉로63가길 43","-","중개거래","서울 도봉구","-"
"15040","서울특별시 노원구 월계동","950","0950","0000","녹천역두산위브아파트","84.9094","202603","12","72,500","-","3","개인","개인","2017","마들로5길 25","-","중개거래","서울 성북구","-"
"15041","서울특별시 노원구 월계동","18","0018","0000","한진한화그랑빌","139.0800","202603","12","117,500","-","27","개인","개인","2002","마들로 31","-","중개거래","서울 노원구","-"
"15042","서울특별시 노원구 월계동","436","0436","0000","동신","72.2000","202603","12","85,000","-","1","개인","개인","1983","광운로2나길 30","-","중개거래","서울 노원구","-"
"15043","서울특별시 노원구 월계동","930","0930","0000","우남그랜드","84.7300","202603","12","86,500","-","10","개인","개인","2001","화랑로 355","-","중개거래","서울 노원구","-"
"15044","서울특별시 관악구 신림동","746-43","0746","0043","건영1","74.2200","202603","12","60,000","-","9","개인","개인","1984","문성로 74","-","중개거래","서울 관악구","-"
"15045","서울특별시 관악구 봉천동","1707-1","1707","0001","은천2단지아파트","49.9500","202603","12","56,000","204","3","개인","개인","2000","인헌12길 46-1","-","중개거래","서울 관악구","26.05.18"
"15046","서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","59.7600","202603","12","109,000","-","21","개인","개인","2000","관악로 285","-","중개거래","서울 관악구","-"
"15047","서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","84.9900","202603","12","100,600","-","12","개인","개인","2005","은천로 93","-","중개거래","서울 관악구","-"
"15048","서울특별시 동작구 흑석동","339","0339","0000","흑석한강센트레빌Ⅱ","84.9510","202603","12","210,000","-","10","개인","개인","2012","서달로 91","-","중개거래","서울 동작구","-"
"15049","서울특별시 동작구 상도동","521","0521","0000","포스코더샵","84.9950","202603","12","190,000","119","6","개인","개인","2007","장승배기로4길 9","-","중개거래","서울 동작구","26.05.08"
"15050","서울특별시 동작구 노량진동","324","0324","0000","건영(103동-106동)","114.9600","202603","12","158,800","-","7","개인","개인","1997","만양로 26","-","중개거래","서울 동작구","-"
"15051","서울특별시 서초구 양재동","16-22","0016","0022","비젼(102)","84.4600","202603","12","109,000","-","4","개인","개인","2003","바우뫼로39길 27","-","중개거래","서울 서초구","26.05.08"
"15052","서울특별시 관악구 신림동","1703-1","1703","0001","LIG대학마을(건영아파트3차)","58.9000","202603","12","55,900","3","15","개인","개인","1996","신림로3길 40","-","중개거래","서울 관악구","26.05.04"
"15053","서울특별시 관악구 신림동","1695","1695","0000","동부","50.5700","202603","12","66,800","101","4","개인","개인","1993","신원로 26","-","중개거래","서울 강남구, 서울 노원구","26.05.18"
"15054","서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","84.9800","202603","12","68,000","204","1","개인","개인","2008","난곡로 55","-","직거래","-","26.03.20"
"15055","서울특별시 관악구 신림동","1425-4","1425","0004","코스모그린","12.2100","202603","12","8,000","-","5","개인","개인","2012","봉천로12길 28","-","중개거래","서울 관악구","26.03.23"
"15056","서울특별시 동작구 사당동","105","0105","0000","극동(105)","59.2500","202603","12","157,500","112","10","개인","개인","1993","동작대로29길 119","-","중개거래","서울 동작구","26.04.15"
"15057","서울특별시 동작구 사당동","105","0105","0000","극동(105)","59.2500","202603","12","152,000","111","6","개인","개인","1993","동작대로29길 119","-","중개거래","서울 동작구, 서울 서초구","26.04.28"
"15058","서울특별시 서초구 잠원동","160","0160","0000","신반포자이","59.9300","202603","12","398,000","106","14","개인","개인","2018","잠원로 60","-","중개거래","서울 강남구, 서울 서초구","26.04.27"
"15059","서울특별시 영등포구 대림동","1119","1119","0000","대림동갑을명가아파트","84.8700","202603","12","77,000","-","6","개인","개인","2005","대림로22길 29","-","중개거래","서울 영등포구","-"
"15060","서울특별시 서초구 우면동","773","0773","0000","서초힐스","84.9500","202603","12","215,000","207","15","개인","개인","2012","양재대로2길 90","-","중개거래","서울 서초구","26.04.28"
"15061","서울특별시 영등포구 양평동4가","324","0324","0000","에이스리버티움","83.6179","202603","12","52,000","-","13","개인","개인","2006","선유로53길 2","-","중개거래","서울 구로구","26.04.02"
"15062","서울특별시 영등포구 양평동4가","51-1","0051","0001","경남아너스빌","70.9400","202603","12","114,500","101","19","개인","개인","2000","양평로17길 9","-","중개거래","서울 영등포구","26.04.28"
"15063","서울특별시 송파구 문정동","94-9","0094","0009","대림미소나눔","79.7600","202603","12","71,000","-","4","개인","개인","2004","송이로36길 42-10","-","중개거래","서울 송파구","26.04.30"
"15064","서울특별시 송파구 문정동","618","0618","0000","파크하비오","84.9725","202603","12","195,000","-","19","개인","개인","2016","송파대로 111","20260318","중개거래","경기 성남시 분당구, 서울 동대문구","-"
"15065","서울특별시 송파구 문정동","618","0618","0000","파크하비오","84.9725","202603","12","195,000","송파파크하비오푸르지오107동","19","개인","개인","2016","송파대로 111","-","중개거래","경기 성남시 분당구, 서울 동대문구","26.04.03"
"15066","서울특별시 송파구 가락동","78-1","0078","0001","한화오벨리스크","25.3200","202603","12","19,100","-","16","개인","개인","2004","중대로 127","-","중개거래","서울 송파구","26.04.30"
"15067","서울특별시 강남구 대치동","902","0902","0000","포스코더샵","139.5400","202603","12","365,000","-","2","개인","개인","2004","삼성로 417","-","중개거래","서울 강남구","-"
"15068","서울특별시 송파구 잠실동","35","0035","0000","트리지움","114.7000","202603","12","345,000","-","15","개인","개인","2007","잠실로 62","-","중개거래","서울 송파구","-"
"15069","서울특별시 송파구 신천동","17","0017","0000","파크리오","84.7900","202603","12","295,000","-","19","개인","개인","2008","올림픽로 435","-","중개거래","서울 송파구","-"
"15070","서울특별시 강남구 도곡동","963","0963","0000","럭키(963)","124.6600","202603","12","317,000","-","2","개인","개인","1995","논현로 213","-","중개거래","서울 강남구","-"
"15071","서울특별시 강남구 삼성동","48","0048","0000","한일","80.2900","202603","12","224,000","-","11","개인","개인","2001","봉은사로73길 23","-","중개거래","서울 강남구","-"
"15072","서울특별시 송파구 오금동","165","0165","0000","상아2차아파트","45.7700","202603","12","134,000","-","6","개인","개인","1988","오금로 407","-","중개거래","서울 송파구","-"
"15073","서울특별시 송파구 장지동","878","0878","0000","위례신도시송파푸르지오","108.5918","202603","12","160,000","-","16","개인","개인","2015","위례광장로 185","20260319","중개거래","서울 송파구","-"
"15074","서울특별시 송파구 장지동","884","0884","0000","위례2차아이파크","115.6488","202603","12","208,000","-","12","개인","개인","2016","위례광장로 230","-","중개거래","서울 송파구","-"
"15075","서울특별시 송파구 삼전동","38-11","0038","0011","에이메스더리버송파","48.3400","202603","12","78,000","-","9","개인","개인","2018","백제고분로22길 38-13","20260427","중개거래","서울 송파구","-"
"15076","서울특별시 강남구 역삼동","762-3","0762","0003","래미안그레이튼(진달래2차)","120.3700","202603","12","357,500","-","18","개인","개인","2010","도곡로43길 21","-","중개거래","서울 강남구","-"
"15077","서울특별시 용산구 한강로3가","82","0082","0000","전자타운한신(A)","54.4500","202603","12","75,000","에이","6","개인","개인","1993","청파로 113-11","-","중개거래","서울 용산구","26.04.15"
"15078","서울특별시 중구 황학동","2545","2545","0000","롯데캐슬","84.8900","202603","12","116,000","102","11","개인","개인","2008","청계천로 400","-","중개거래","서울 중구","26.05.08"
"15079","서울특별시 성동구 하왕십리동","1050","1050","0000","한진해모로","112.2600","202603","12","150,000","-","21","개인","개인","2001","왕십리로31길 20","-","중개거래","서울 성동구","-"
"15080","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","59.9300","202603","12","214,500","-","19","개인","개인","2016","왕십리로 410","-","중개거래","서울 광진구, 서울 성동구","-"
"15081","서울특별시 중구 신당동","851","0851","0000","래미안하이베르","59.7400","202603","12","160,000","-","5","개인","개인","2011","퇴계로90길 74","-","중개거래","서울 성동구","-"
"15082","서울특별시 용산구 이촌동","203-14","0203","0014","장미(203-14)","46.7800","202603","12","129,800","-","1","개인","개인","1972","이촌로18길 3-7","-","중개거래","서울 용산구","26.04.30"
"15083","서울특별시 중구 황학동","2545","2545","0000","롯데캐슬","84.9200","202603","12","115,000","102","25","개인","개인","2008","청계천로 400","-","중개거래","서울 중구","26.05.19"
"15084","서울특별시 성동구 하왕십리동","1050","1050","0000","한진해모로","112.2600","202603","12","150,000","-","21","개인","개인","2001","왕십리로31길 20","20260324","중개거래","서울 성동구","-"
"15085","서울특별시 성동구 금호동4가","800","0800","0000","대우","84.7100","202603","12","188,000","-","2","개인","개인","2001","독서당로 272","-","중개거래","서울 성동구","-"
"15086","서울특별시 종로구 창신동","232","0232","0000","두산","59.9500","202603","12","90,500","101","9","개인","개인","1999","지봉로5길 7","-","중개거래","서울 종로구","26.04.27"
"15087","서울특별시 중구 황학동","2545","2545","0000","롯데캐슬","84.9700","202603","12","118,500","-","17","개인","개인","2008","청계천로 400","-","중개거래","서울 송파구, 서울 중구","-"
"15088","서울특별시 광진구 자양동","644","0644","0000","로얄동아","84.7500","202603","12","170,000","제102","18","개인","개인","1999","뚝섬로52마길 56","-","중개거래","서울 광진구","26.05.15"
"15089","서울특별시 노원구 상계동","1320","1320","0000","미라보(성림)","60.0000","202603","12","38,700","102","13","개인","개인","2006","덕릉로127길 25","-","중개거래","서울 노원구","26.05.08"
"15090","서울특별시 노원구 상계동","1320","1320","0000","미라보(성림)","82.8800","202603","12","47,700","102","10","개인","개인","2006","덕릉로127길 25","-","중개거래","서울 노원구","26.05.08"
"15091","서울특별시 노원구 상계동","626","0626","0000","상계주공14(고층)","45.9000","202603","12","37,800","1424","13","개인","개인","1989","수락산로 174","-","중개거래","서울 노원구, 서울 용산구","26.04.30"
"15092","서울특별시 은평구 불광동","633","0633","0000","북한산현대홈타운","84.9956","202603","12","99,500","107","10","개인","개인","2004","불광로2길 16","-","중개거래","서울 은평구","26.05.08"
"15093","서울특별시 은평구 대조동","4-14","0004","0014","제이타워3","12.1900","202603","12","10,000","1","7","개인","개인","2012","통일로 745-10","-","중개거래","서울 은평구","26.03.24"
"15094","서울특별시 서대문구 남가좌동","387","0387","0000","디엠씨엘가","30.3600","202603","12","33,000","101동","8","개인","개인","2017","모래내로 151","-","중개거래","서울 서대문구","26.04.17"
"15095","서울특별시 노원구 상계동","172","0172","0000","상계대림","59.6700","202603","12","49,900","101","12","개인","개인","1989","상계로 193-14","-","중개거래","서울 노원구","26.05.06"
"15096","서울특별시 은평구 응암동","769","0769","0000","녹번역e편한세상캐슬","59.9600","202603","12","128,000","130","4","개인","개인","2021","은평로 220","-","중개거래","서울 마포구, 서울 은평구","26.05.15"
"15097","서울특별시 은평구 진관동","27","0027","0000","구파발10단지어울림(1011~1019동)BL3-1","166.1900","202603","12","119,000","1016","2","개인","개인","2010","진관3로 15-45","-","중개거래","서울 은평구","26.05.13"
"15098","서울특별시 은평구 구산동","224","0224","0000","경남아너스빌","122.7700","202603","12","66,000","107","15","개인","개인","2004","갈현로11길 46","-","중개거래","서울 은평구","26.05.12"
"15099","서울특별시 서대문구 홍은동","470","0470","0000","힐스테이트홍은포레스트","59.8400","202603","12","97,000","-","13","개인","개인","2023","가좌로4길 21","-","중개거래","서울 은평구","-"
"15100","서울특별시 은평구 불광동","248","0248","0000","라이프미성","66.7000","202603","12","80,000","9","8","개인","개인","1988","통일로 780","-","중개거래","서울 은평구","26.04.29"
"15101","서울특별시 노원구 상계동","1256","1256","0000","은빛2단지","39.6900","202603","12","35,700","209","7","개인","개인","1998","동일로245가길 41","-","중개거래","서울 노원구","26.04.30"
"15102","서울특별시 서대문구 창천동","506-27","0506","0027","엘르빌","106.4700","202603","12","98,000","-","3","개인","개인","2001","신촌로1길 18","-","중개거래","서울 마포구, 서울 서대문구","26.04.27"
"15103","서울특별시 노원구 상계동","1078","1078","0000","현대2차","82.6800","202603","12","40,000","202","10","개인","개인","1993","동일로231길 86","-","직거래","-","26.04.06"
"15104","서울특별시 서대문구 북아현동","1017","1017","0000","힐스테이트신촌","55.9706","202603","12","170,000","-","10","개인","개인","2023","이화여대8길 123","-","중개거래","서울 서대문구","-"
"15105","서울특별시 서대문구 창천동","506-27","0506","0027","엘르빌","106.4700","202603","12","98,000","-","3","개인","개인","2001","신촌로1길 18","20260313","중개거래","서울 서대문구","-"
"15106","서울특별시 노원구 상계동","637","0637","0000","상계주공13(고층)","45.5500","202603","12","38,000","1306","6","개인","개인","1989","한글비석로54길 92","-","중개거래","서울 노원구","26.04.30"
"15107","서울특별시 은평구 불광동","633","0633","0000","북한산현대홈타운","114.9984","202603","12","108,000","-","11","개인","개인","2004","불광로2길 16","-","중개거래","서울 은평구","-"
"15108","서울특별시 노원구 상계동","624","0624","0000","상계주공16(고층)","58.0100","202603","12","54,000","-","7","개인","개인","1988","동일로227길 86","-","중개거래","서울 노원구","-"
"15109","서울특별시 노원구 상계동","1265","1265","0000","수락산벨리체","134.9400","202603","12","97,000","104","2","개인","개인","2000","동일로250길 18","-","중개거래","서울 노원구","26.04.03"
"15110","서울특별시 노원구 중계동","588","0588","0000","양지마을(대림)2","84.8800","202603","12","97,800","-","3","개인","개인","1999","덕릉로73길 28","-","중개거래","서울 노원구","-"
"15111","서울특별시 노원구 중계동","360-16","0360","0016","주공10","58.1400","202603","12","65,000","1003","1","개인","개인","1995","노원로22길 53","-","중개거래","서울 노원구","26.04.30"
"15112","서울특별시 노원구 상계동","639","0639","0000","보람아파트","44.3300","202603","12","45,200","110","12","개인","개인","1988","한글비석로 479","-","중개거래","서울 노원구","26.03.31"
"15113","서울특별시 노원구 상계동","135","0135","0000","한신1차","53.9600","202603","12","40,500","-","14","개인","개인","1987","한글비석로46가길 16","-","중개거래","서울 노원구","-"
"15114","서울특별시 노원구 상계동","1322","1322","0000","중계센트럴파크","84.1300","202603","12","87,000","103","15","개인","개인","2016","덕릉로70가길 21","-","중개거래","서울 노원구","26.05.06"
"15115","서울특별시 서대문구 홍제동","474","0474","0000","홍제역해링턴플레이스","84.9900","202603","12","150,000","103","7","개인","개인","2024"," ","-","중개거래","서울 서대문구","26.05.19"
"15116","서울특별시 서대문구 홍제동","331","0331","0000","홍제현대","83.0500","202603","12","97,000","-","9","개인","개인","1992","통일로39가길 57","-","중개거래","서울 서대문구","-"
"15117","서울특별시 노원구 상계동","639","0639","0000","보람아파트","79.2500","202603","12","65,500","204","5","개인","개인","1988","한글비석로 480","-","중개거래","서울 노원구","26.04.29"
"15118","서울특별시 노원구 상계동","720","0720","0000","상계주공6(고층)","58.0100","202603","12","71,000","619","1","개인","개인","1988","노해로 508","-","중개거래","서울 노원구","26.05.15"
"15119","서울특별시 마포구 아현동","732","0732","0000","삼환나띠르빌","84.9000","202603","12","130,000","-","11","개인","개인","2003","마포대로 183-16","-","중개거래","서울 마포구","-"
"15120","서울특별시 강동구 강일동","717","0717","0000","고덕리엔파크2단지","84.9800","202603","12","123,000","211","1","개인","개인","2011","고덕로 427","-","중개거래","서울 강동구","26.03.31"
"15121","서울특별시 강동구 암사동","518","0518","0000","한솔솔파크","84.9800","202603","12","126,000","-","2","개인","개인","2009","선사로 120","-","중개거래","서울 강동구","-"
"15122","서울특별시 강동구 강일동","66","0066","0000","강동리버스트8단지","49.8000","202603","12","94,000","806동","5","개인","개인","2021","아리수로93나길 88","-","중개거래","서울 강동구","26.05.04"
"15123","서울특별시 강동구 강일동","66","0066","0000","강동리버스트8단지","49.7400","202603","12","91,000","812동","12","개인","개인","2021","아리수로93나길 88","-","중개거래","서울 강동구","26.04.15"
"15124","서울특별시 강동구 성내동","137","0137","0000","성내2차e-편한세상","84.9000","202603","12","120,000","-","6","개인","개인","2004","풍성로37길 54","-","중개거래","서울 강동구","-"
"15125","서울특별시 강동구 강일동","72","0072","0000","힐스테이트리슈빌강일","101.3957","202603","12","153,000","502동","9","개인","개인","2023","아리수로93다길 80","-","중개거래","서울 강동구, 서울 성동구","26.03.24"
"15126","서울특별시 강동구 강일동","66","0066","0000","강동리버스트8단지","49.7400","202603","11","95,500","806동","3","개인","개인","2021","아리수로93나길 88","-","중개거래","서울 강동구","26.04.21"
"15127","서울특별시 강동구 길동","384-5","0384","0005","에이치비골드빌(103동)","74.5100","202603","11","76,500","-","5","개인","개인","2004","성안로 170","-","중개거래","서울 강동구","-"
"15128","서울특별시 강동구 길동","388-2","0388","0002","에스아이팰리스강동센텀I","32.6070","202603","11","52,830","1","13","개인","법인","2023","천중로42길 77","-","직거래","-","26.05.15"
"15129","서울특별시 강동구 성내동","590","0590","0000","성내동삼성아파트","59.8800","202603","11","125,000","-","1","개인","개인","1999","풍성로 127","-","중개거래","서울 강동구","-"
"15130","서울특별시 강동구 성내동","545-7","0545","0007","집앤사비디아파트","32.8000","202603","11","46,000","-","10","개인","개인","2019","성내로 81","-","중개거래","서울 강동구","26.04.27"
"15131","서울특별시 강동구 천호동","564","0564","0000","성원아파트","60.0000","202603","11","69,000","-","3","개인","개인","1998","진황도로31길 26","-","중개거래","서울 마포구","26.05.15"
"15132","서울특별시 강동구 천호동","217-132","0217","0132","동아하이빌아파트","84.9700","202603","11","106,200","-","12","개인","개인","2000","구천면로 278","-","중개거래","서울 강동구","-"
"15133","서울특별시 강동구 천호동","217-132","0217","0132","동아하이빌아파트","84.9700","202603","11","106,200","-","12","개인","개인","2000","구천면로 278","-","중개거래","서울 강동구","-"
"15134","서울특별시 강동구 상일동","28","0028","0000","강동리엔파크14단지","59.9400","202603","11","100,000","1406동","9","개인","개인","2021","고덕로98길 160","-","중개거래","서울 강동구","26.04.28"
"15135","서울특별시 강동구 상일동","28","0028","0000","강동리엔파크14단지","49.6900","202603","11","85,000","1402동","10","개인","개인","2021","고덕로98길 160","-","중개거래","서울 강동구","26.04.30"
"15136","서울특별시 강동구 고덕동","693","0693","0000","고덕그라시움","84.0460","202603","11","249,000","-","26","개인","개인","2019","고덕로 333","-","중개거래","경기 구리시, 서울 강동구","-"
"15137","서울특별시 관악구 신림동","1703-1","1703","0001","LIG대학마을(건영아파트3차)","69.1700","202603","11","62,500","7","9","개인","개인","1996","신림로3길 40","-","중개거래","서울 강남구, 서울 관악구","26.04.30"
"15138","서울특별시 관악구 신림동","1484-10","1484","0010","CLOUDAPT","46.5300","202603","11","45,200","-","6","개인","개인","2017","남부순환로 1448","-","중개거래","서울 관악구","26.04.24"
"15139","서울특별시 관악구 신림동","1563-85","1563","0085","미래","83.4600","202603","11","55,000","-","5","개인","개인","1997","미성길 15","-","중개거래","서울 관악구","26.04.29"
"15140","서울특별시 영등포구 대림동","608-1","0608","0001","현대3차","43.9200","202603","11","74,500","-","8","개인","개인","1997","도신로 31","-","중개거래","서울 영등포구","-"
"15141","서울특별시 영등포구 대림동","650","0650","0000","성원(650)","84.6600","202603","11","75,800","-","10","개인","개인","1995","대림로 256","-","중개거래","서울 영등포구","-"
"15142","서울특별시 동작구 사당동","105","0105","0000","사당우성3","46.7500","202603","11","132,000","304","3","개인","개인","1993","동작대로29길 115","-","중개거래","서울 서초구","26.04.28"
"15143","서울특별시 서초구 방배동","1010-1","1010","0001","방배임광3차","51.8400","202603","11","150,000","-","2","개인","개인","1988","방배로2길 24-6","-","중개거래","서울 서초구","-"
"15144","서울특별시 서초구 방배동","169-24","0169","0024","방배한화","84.7000","202603","11","209,000","101","10","개인","개인","2001","효령로33길 66-31","-","중개거래","서울 서초구","26.05.15"
"15145","서울특별시 동작구 상도동","904","0904","0000","상도역롯데캐슬파크엘","74.9853","202603","11","199,000","110","18","개인","개인","2021","양녕로 220","-","중개거래","서울 동작구","26.04.30"
"15146","서울특별시 동작구 사당동","1147","1147","0000","대창센시티","77.2084","202603","11","102,500","-","12","개인","개인","2005","사당로9가길 55","-","중개거래","서울 동작구","-"
"15147","서울특별시 영등포구 양평동5가","76","0076","0000","양평한신","84.8700","202603","11","155,000","110","9","개인","개인","1996","양평로24길 9","-","중개거래","서울 영등포구","26.04.29"
"15148","서울특별시 영등포구 신길동","769-1","0769","0001","한성","59.8700","202603","11","119,500","-","5","개인","개인","1997","가마산로 575","-","중개거래","서울 성북구, 서울 영등포구","-"
"15149","서울특별시 동작구 신대방동","711","0711","0000","보라매파크빌","84.8400","202603","11","140,000","-","14","개인","개인","2002","여의대방로10길 59","-","중개거래","경기 광명시, 서울 영등포구","-"
"15150","서울특별시 동작구 노량진동","323","0323","0000","우성","59.8200","202603","11","144,000","-","15","개인","개인","1997","만양로8길 50","-","중개거래","서울 동작구","-"
"15151","서울특별시 동작구 흑석동","328","0328","0000","흑석동양아파트","84.9850","202603","11","151,000","-","5","개인","개인","2003","서달로1길 17","-","중개거래","서울 동작구","-"
"15152","서울특별시 관악구 봉천동","859-17","0859","0017","관악위버폴리스","107.0800","202603","11","102,500","-","17","개인","개인","2010","관악로 195","-","중개거래","서울 관악구","-"
"15153","서울특별시 동작구 흑석동","328","0328","0000","흑석동양아파트","84.9850","202603","11","151,000","-","5","개인","개인","2003","서달로1길 17","20260323","중개거래","서울 동작구","-"
"15154","서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.9900","202603","11","103,000","101","12","개인","개인","2005","은천로 93","-","중개거래","서울 강남구, 서울 관악구","26.04.30"
"15155","서울특별시 양천구 신정동","337","0337","0000","목동우성2","84.9600","202603","11","119,000","203","1","개인","개인","2000","목동남로4길 6-23","-","중개거래","서울 구로구, 서울 서초구","26.05.18"
"15156","서울특별시 마포구 도화동","357","0357","0000","도화동현대","128.2600","202603","11","182,000","-","7","개인","개인","1996","새창로 52","-","중개거래","서울 마포구","-"
"15157","서울특별시 양천구 목동","903","0903","0000","목동신시가지3","64.9800","202603","11","240,000","-","9","개인","개인","1986","목동서로 100","-","중개거래","서울 양천구","-"
"15158","서울특별시 마포구 염리동","533","0533","0000","마포자이더센트리지(102동~112동)","84.8660","202603","11","245,000","-","22","개인","개인","2022","숭문길 98","-","중개거래","서울 마포구, 서울 서대문구","-"
"15159","서울특별시 양천구 목동","549","0549","0000","목동금호베스트빌","83.7100","202603","11","104,000","-","6","개인","개인","2002","목동중앙북로8길 111","-","중개거래","서울 양천구","-"
"15160","서울특별시 양천구 목동","929","0929","0000","목동청구한신아파트","84.7700","202603","11","205,000","-","5","개인","개인","1997","목동서로2길 22","-","중개거래","서울 양천구","-"
"15161","서울특별시 마포구 신수동","190","0190","0000","신수동성원","84.9600","202603","11","141,000","101","3","개인","개인","1998","독막로28길 7","-","중개거래","서울 강남구, 서울 마포구","26.05.06"
"15162","서울특별시 강서구 염창동","295","0295","0000","성원","59.9100","202603","11","95,500","-","16","개인","개인","2001","양천로69길 65","-","중개거래","서울 강서구","-"
"15163","서울특별시 강서구 염창동","246-23","0246","0023","극동","85.0000","202603","11","110,000","-","5","개인","개인","2000","양천로69길 18","-","중개거래","서울 강서구","-"
"15164","서울특별시 양천구 목동","528-7","0528","0007","삼성(528-7)","76.0000","202603","11","54,000","-","2","개인","개인","2002","목동중앙본로30가길 55","-","중개거래","서울 양천구","26.05.11"
"15165","서울특별시 양천구 신정동","314","0314","0000","목동신시가지8","54.9400","202603","11","175,000","809","2","개인","개인","1987","목동서로 280","-","중개거래","서울 양천구","26.03.19"
"15166","서울특별시 양천구 신정동","1326","1326","0000","래미안목동아델리체(101동~118동)","84.7200","202603","11","186,000","104","12","개인","개인","2021","중앙로43길 14","-","중개거래","서울 양천구","26.05.11"
"15167","서울특별시 양천구 신정동","337","0337","0000","목동우성2","113.9100","202603","11","136,000","202","7","개인","개인","2000","목동남로4길 6-23","-","중개거래","서울 서초구, 서울 양천구","26.05.18"
"15168","서울특별시 강서구 염창동","240-32","0240","0032","금호타운","59.8800","202603","11","94,300","103","15","개인","개인","1999","양천로 595","-","중개거래","서울 강서구","26.05.20"
"15169","서울특별시 양천구 목동","903","0903","0000","목동신시가지3","95.7400","202603","11","285,000","-","3","개인","개인","1986","목동서로 100","-","중개거래","서울 양천구","-"
"15170","서울특별시 마포구 망원동","499","0499","0000","한강2차대주피오레","99.1600","202603","11","124,500","한강2차대주파크빌 201","2","개인","개인","2003","동교로3길 115","-","중개거래","서울 마포구","26.03.23"
"15171","서울특별시 마포구 망원동","478-27","0478","0027","미원1","58.9800","202603","11","62,500","-","6","개인","개인","1996","망원로11길 38","-","중개거래","서울 마포구","26.04.24"
"15172","서울특별시 강서구 화곡동","1024-23","1024","0023","프라임팰리스(1024-23)","84.0900","202603","11","71,000","-","8","개인","개인","2008","강서로33가길 86","-","중개거래","서울 강서구","-"
"15173","서울특별시 마포구 상암동","1643","1643","0000","상암월드컵파크3단지","84.8400","202603","11","132,000","-","6","개인","개인","2003","월드컵로 338","-","중개거래","서울 마포구","-"
"15174","서울특별시 양천구 신월동","591-1","0591","0001","신안약수","68.0000","202603","11","70,000","3","3","개인","개인","1985","중앙로29길 55","-","중개거래","서울 양천구","26.04.30"
"15175","서울특별시 양천구 신월동","1076","1076","0000","목동센트럴아이파크위브2단지","52.9600","202603","11","94,500","-","5","개인","개인","2020","남부순환로83길 18","-","중개거래","서울 양천구","-"
"15176","서울특별시 양천구 신월동","142-14","0142","0014","금하뜨라네","84.8300","202603","11","46,000","102","5","개인","개인","2016","가로공원로56길 10","-","직거래","-","26.04.03"
"15177","서울특별시 강서구 등촌동","632-4","0632","0004","삼성한사랑1","59.7300","202603","11","85,000","-","4","개인","개인","1997","양천로66길 6","-","중개거래","서울 강서구","-"
"15178","서울특별시 강서구 등촌동","726","0726","0000","가양역두산위브","59.9800","202603","11","100,000","-","6","개인","개인","2022","공항대로45길 15","-","중개거래","서울 강동구, 서울 강서구","-"
"15179","서울특별시 강서구 방화동","814","0814","0000","방화5","39.6000","202603","11","52,300","-","11","개인","개인","1994","금낭화로 287-19","-","중개거래","서울 강서구","-"
"15180","서울특별시 구로구 신도림동","692","0692","0000","디큐브시티","128.4100","202603","11","170,000","아파트","44","개인","개인","2011","경인로 662","-","중개거래","서울 구로구","26.04.15"
"15181","서울특별시 구로구 신도림동","641","0641","0000","현대홈타운아파트","73.1700","202603","11","99,000","105","2","개인","개인","1999","신도림로19길 16","-","중개거래","서울 구로구","26.05.20"
