"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-25 ~ 2026-05-24"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"66777","서울특별시 양천구 신정동","329","0329","0000","목동신시가지14","71.4000","202506","25","200,000","1424","9","개인","개인","1988","목동동로 130","-","중개거래","서울 양천구","25.09.23"
"66778","서울특별시 양천구 신정동","963-1","0963","0001","현대힐타운","69.1500","202506","25","65,000","-","4","개인","개인","2000","중앙로48길 34","-","중개거래","서울 양천구","25.08.22"
"66779","서울특별시 양천구 신정동","311","0311","0000","목동신시가지10","53.8200","202506","25","162,000","1031","14","개인","개인","1988","목동서로 400","-","중개거래","서울 양천구","25.09.30"
"66780","서울특별시 양천구 신정동","1311","1311","0000","동일하이빌2단지","84.9550","202506","25","94,500","203","17","개인","개인","2005","신정로11길 20","-","중개거래","서울 양천구","25.10.24"
"66781","서울특별시 양천구 신정동","1323","1323","0000","목동힐스테이트","113.6800","202506","25","215,000","113","12","개인","개인","2016","중앙로36길 15","-","중개거래","서울 양천구","25.10.30"
"66782","서울특별시 강서구 화곡동","1159","1159","0000","우장산아이파크,이편한세상","114.9800","202506","25","150,000","113","11","개인","개인","2008","강서로 266","-","중개거래","서울 강서구","25.10.31"
"66783","서울특별시 강서구 화곡동","1159","1159","0000","우장산아이파크,이편한세상","84.9700","202506","25","135,000","118","16","개인","개인","2008","강서로 266","-","중개거래","서울 강서구","25.10.15"
"66784","서울특별시 강서구 화곡동","1165","1165","0000","강서힐스테이트","84.9900","202506","25","144,500","101","18","개인","개인","2015","우현로 67","-","중개거래","서울 강서구","25.10.13"
"66785","서울특별시 양천구 신정동","1300","1300","0000","명지해드는터","84.9800","202506","25","138,000","101","5","개인","개인","2003","신목로 43","-","중개거래","서울 양천구","25.10.29"
"66786","서울특별시 양천구 신정동","1198-23","1198","0023","대성유니드1차","59.8700","202506","25","55,000","103","7","개인","개인","2004","중앙로29길 102","-","중개거래","서울 양천구","25.07.02"
"66787","서울특별시 강서구 화곡동","1158","1158","0000","우장산에스케이뷰","84.9700","202506","25","86,000","101","7","개인","개인","2006","우현로 26","-","중개거래","서울 강서구","25.11.28"
"66788","서울특별시 강서구 화곡동","911-12","0911","0012","화곡동성재","73.3200","202506","25","37,100","-","3","개인","개인","2004","월정로14길 56","-","중개거래","서울 강서구","25.09.11"
"66789","서울특별시 마포구 성산동","446","0446","0000","성산시영(대우)","50.0300","202506","25","115,000","32","13","개인","개인","1986","월드컵북로 260","-","중개거래","서울 마포구","25.07.25"
"66790","서울특별시 강서구 염창동","66-9","0066","0009","염창동한강우성","84.7000","202506","25","90,000","2","3","개인","개인","1990","양천로67길 77","-","중개거래","서울 강서구","25.08.26"
"66791","서울특별시 강서구 화곡동","1173","1173","0000","우장산숲아이파크","59.9877","202506","25","110,000","108","9","개인","개인","2022","화곡로31다길 20","-","중개거래","서울 강서구, 서울 성동구","25.09.10"
"66792","서울특별시 마포구 성산동","446","0446","0000","성산시영(유원)","59.4300","202506","25","135,000","-","14","개인","개인","1986","월드컵북로 235","20250721","중개거래","서울 마포구","-"
"66793","서울특별시 강서구 화곡동","1159","1159","0000","우장산아이파크,이편한세상","84.9700","202506","25","129,000","131","9","개인","개인","2008","강서로 266","-","중개거래","서울 강서구","25.07.28"
"66794","서울특별시 마포구 상암동","1655","1655","0000","상암월드컵파크4단지","84.6600","202506","25","136,000","408","26","개인","개인","2006","상암산로1길 24","-","중개거래","서울 마포구","25.10.16"
"66795","서울특별시 강서구 염창동","268","0268","0000","관음삼성","114.9000","202506","25","105,000","101","12","개인","개인","1997","양천로 656","-","중개거래","서울 강서구","25.09.19"
"66796","서울특별시 마포구 현석동","225","0225","0000","래미안웰스트림","84.9800","202506","25","195,000","108","8","개인","개인","2016","토정로18길 11","-","중개거래","서울 마포구","25.08.18"
"66797","서울특별시 양천구 신월동","987-1","0987","0001","신월시영","59.4900","202506","25","67,000","20","8","개인","개인","1988","신월로 99","-","중개거래","서울 양천구","25.09.05"
"66798","서울특별시 양천구 신월동","987-1","0987","0001","신월시영","50.6700","202506","25","54,500","9","7","개인","개인","1988","신월로 99","-","중개거래","서울 양천구","25.08.08"
"66799","서울특별시 양천구 신정동","1326","1326","0000","래미안목동아델리체(101동~118동)","84.9400","202506","25","155,000","101","8","개인","개인","2021","중앙로43길 14","-","중개거래","서울 양천구","25.11.14"
"66800","서울특별시 양천구 신정동","1326","1326","0000","래미안목동아델리체(101동~118동)","59.8200","202506","25","142,000","108","26","개인","개인","2021","중앙로43길 14","-","중개거래","서울 양천구","25.11.21"
"66801","서울특별시 마포구 용강동","508","0508","0000","이편한세상마포리버파크","59.9800","202506","25","197,000","108","2","개인","개인","2016","토정로31길 24","-","중개거래","서울 마포구","25.08.22"
"66802","서울특별시 양천구 신정동","314","0314","0000","목동신시가지8","54.9400","202506","25","138,000","804","20","개인","개인","1987","목동서로 280","-","중개거래","서울 강서구","25.07.10"
"66803","서울특별시 양천구 신월동","987-1","0987","0001","신월시영","50.6700","202506","25","53,500","7","4","개인","개인","1988","신월로 99","-","중개거래","서울 양천구","25.09.30"
"66804","서울특별시 양천구 신월동","1047","1047","0000","방주기픈샘2","84.9900","202506","25","66,500","201","11","개인","개인","2007","중앙로55길 59","-","중개거래","서울 양천구","25.10.15"
"66805","서울특별시 동대문구 휘경동","115","0115","0000","동양1차","84.9400","202506","25","72,500","101","4","개인","개인","2000","망우로 135","-","중개거래","서울 동대문구","25.08.29"
"66806","서울특별시 동대문구 휘경동","52","0052","0000","휘경베스트빌현대","59.9200","202506","25","64,000","103","18","개인","개인","2000","장안벚꽃로5길 19","-","중개거래","서울 동대문구","26.01.05"
"66807","서울특별시 성북구 삼선동2가","425","0425","0000","삼선푸르지오","84.8300","202506","25","92,000","105","5","개인","개인","2008","보문로29다길 31","-","중개거래","서울 성북구","25.09.05"
"66808","서울특별시 성북구 정릉동","239","0239","0000","정릉풍림아이원","84.0900","202506","25","64,500","114","18","개인","개인","2005","솔샘로25길 28","-","중개거래","서울 성북구","25.09.22"
"66809","서울특별시 성북구 장위동","317","0317","0000","꿈의숲대명루첸아파트","122.0210","202506","25","99,500","-","12","개인","개인","2008","월계로36길 27","-","중개거래","서울 성북구","-"
"66810","서울특별시 성북구 하월곡동","226","0226","0000","월곡래미안루나밸리","59.9800","202506","25","86,000","103","23","개인","개인","2007","월곡로14길 26","-","중개거래","서울 성북구","25.08.11"
"66811","서울특별시 동대문구 이문동","64","0064","0000","쌍용","59.9900","202506","25","75,000","109","14","개인","개인","2000","한천로58길 47","-","중개거래","서울 동대문구","25.08.18"
"66812","서울특별시 중랑구 묵동","13","0013","0000","신내","49.7700","202506","25","51,500","407","5","개인","개인","1996","숙선옹주로 91","-","중개거래","서울 중랑구","25.09.30"
"66813","서울특별시 성북구 종암동","134","0134","0000","래미안라센트","84.9900","202506","25","118,000","101","22","개인","개인","2011","종암로24가길 80","-","중개거래","서울 성북구","25.08.11"
"66814","서울특별시 성북구 길음동","1289","1289","0000","롯데캐슬클라시아","84.9757","202506","25","147,300","114","14","개인","개인","2022","숭인로8길 80","-","중개거래","서울 성북구","25.09.30"
"66815","서울특별시 성북구 장위동","319","0319","0000","꿈의숲코오롱하늘채","84.8700","202506","25","103,500","105","14","개인","개인","2017","돌곶이로 220","-","중개거래","서울 강북구, 서울 도봉구","25.11.04"
"66816","서울특별시 성북구 장위동","319","0319","0000","꿈의숲코오롱하늘채","84.8700","202506","25","99,500","104","3","개인","개인","2017","돌곶이로 220","-","중개거래","서울 성북구","25.09.25"
"66817","서울특별시 중랑구 중화동","450","0450","0000","한신아파트상가동유치원동(103~109)","59.7600","202506","25","68,900","101","8","개인","개인","1998","동일로 752","-","중개거래","서울 중랑구","25.09.05"
"66818","서울특별시 성북구 보문동6가","458","0458","0000","보문파크뷰자이","72.9700","202506","25","107,000","107동","7","개인","개인","2017","보문사길 111","-","중개거래","서울 성북구","25.09.08"
"66819","서울특별시 중랑구 중화동","454","0454","0000","동양엔파트2차","96.4000","202506","25","70,000","201","20","개인","개인","2013","중랑천로14길 34","-","중개거래","서울 중랑구","25.09.26"
"66820","서울특별시 성북구 장위동","317","0317","0000","꿈의숲대명루첸아파트","84.8430","202506","25","91,250","109","11","개인","개인","2008","월계로36길 27","-","중개거래","서울 성북구","25.09.12"
"66821","서울특별시 성북구 장위동","323","0323","0000","꿈의숲아이파크","84.4800","202506","25","123,000","711","25","개인","개인","2022","돌곶이로40길 46","-","중개거래","서울 동대문구","25.09.01"
"66822","서울특별시 동대문구 장안동","347-8","0347","0008","정은스카이빌201동","84.3800","202506","25","57,500","-","8","개인","개인","2006","장한로18길 31","-","중개거래","서울 성동구","25.09.29"
"66823","서울특별시 동대문구 장안동","336","0336","0000","장안현대홈타운(336)","84.8700","202506","25","96,000","제122동","18","개인","개인","2003","장한로18길 82-14","-","중개거래","서울 동대문구","25.09.19"
"66824","서울특별시 동대문구 장안동","564","0564","0000","신일해피트리아파트101동","65.5800","202506","25","58,000","-","3","개인","개인","2005","천호대로77길 79","-","중개거래","서울 동대문구","25.08.01"
"66825","서울특별시 동대문구 장안동","95-1","0095","0001","장안현대","95.4400","202506","25","69,500","11","8","개인","개인","1984","한천로 224","-","중개거래","서울 동대문구","25.09.10"
"66826","서울특별시 동대문구 이문동","73","0073","0000","삼익","84.9500","202506","25","83,500","102","20","개인","개인","1997","한천로55길 9","-","중개거래","서울 동대문구","25.12.22"
"66827","서울특별시 중랑구 망우동","580","0580","0000","금호어울림(580)","84.9300","202506","25","65,000","109","5","개인","개인","2006","양원역로 18","-","중개거래","서울 중랑구","25.09.25"
"66828","서울특별시 성북구 하월곡동","90-2066","0090","2066","창방트윈(B동)","83.0700","202506","25","55,000","-","3","개인","개인","2003","오패산로1길 50","-","중개거래","서울 성북구","25.08.29"
"66829","서울특별시 중랑구 묵동","169-10","0169","0010","신도브래뉴","51.8600","202506","25","43,800","-","9","개인","개인","2004","동일로 946","-","중개거래","서울 중랑구","25.08.21"
"66830","서울특별시 중랑구 묵동","13","0013","0000","신내","59.7600","202506","25","55,500","405","3","개인","개인","1996","숙선옹주로 91","-","중개거래","서울 중랑구","25.10.24"
"66831","서울특별시 중랑구 면목동","1511","1511","0000","두산3","84.7700","202506","25","75,700","302","6","개인","개인","1995","면목로37길 57","-","중개거래","서울 중랑구","25.09.05"
"66832","서울특별시 중랑구 묵동","386","0386","0000","금호어울림","101.9700","202506","25","83,000","101","4","개인","개인","2003","공릉로2길 39","-","중개거래","서울 중랑구","25.10.31"
"66833","서울특별시 중랑구 신내동","801","0801","0000","영풍마드레빌","84.8485","202506","25","70,000","104","5","개인","개인","2004","용마산로129가길 41","-","중개거래","서울 중랑구","25.09.25"
"66834","서울특별시 성북구 길음동","1284","1284","0000","길음뉴타운8단지(래미안)","59.9900","202506","25","95,000","811","20","개인","개인","2010","길음로 33","-","중개거래","서울 성북구","25.10.01"
"66835","서울특별시 성북구 길음동","1289","1289","0000","롯데캐슬클라시아","84.7694","202506","25","148,500","108","5","개인","개인","2022","숭인로8길 80","-","중개거래","서울 성북구","25.10.27"
"66836","서울특별시 중랑구 묵동","383","0383","0000","세방","59.9400","202506","25","50,000","102","4","개인","개인","2000","숙선옹주로9길 25","-","중개거래","서울 중랑구","25.09.19"
"66837","서울특별시 동작구 상도동","521","0521","0000","포스코더샵","132.7350","202506","25","170,000","119","4","개인","개인","2007","장승배기로4길 9","-","중개거래","서울 동작구","25.09.16"
"66838","서울특별시 동작구 신대방동","720","0720","0000","보라매e편한세상","133.3000","202506","25","130,000","102","2","개인","개인","2010","보라매로 70","-","중개거래","서울 동작구","25.10.15"
"66839","서울특별시 동작구 신대방동","713","0713","0000","롯데낙천대","55.4561","202506","25","87,500","106","2","개인","개인","2003","여의대방로10길 38","-","중개거래","서울 동작구","25.09.25"
"66840","서울특별시 동작구 신대방동","710","0710","0000","경남교수","84.9400","202506","25","113,000","103","21","개인","개인","2001","여의대방로10길 14","-","중개거래","서울 동작구","25.09.25"
"66841","서울특별시 동작구 신대방동","711","0711","0000","보라매파크빌","84.5900","202506","25","121,000","101","12","개인","개인","2002","여의대방로10길 59","-","중개거래","서울 동작구","25.09.12"
"66842","서울특별시 동작구 신대방동","713","0713","0000","롯데낙천대","55.4561","202506","25","87,000","106","18","개인","개인","2003","여의대방로10길 38","-","중개거래","서울 동작구","25.08.29"
"66843","서울특별시 영등포구 신길동","4950","4950","0000","래미안에스티움","84.9700","202506","25","172,000","-","16","개인","개인","2017","신풍로 77","20250627","중개거래","서울 동작구, 서울 영등포구","-"
"66844","서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","84.9600","202506","25","140,500","302","13","개인","개인","2004","상도로53길 8","-","중개거래","서울 동작구","25.09.19"
"66845","서울특별시 영등포구 신길동","4950","4950","0000","래미안에스티움","84.9700","202506","25","172,000","-","16","개인","개인","2017","신풍로 77","20250630","중개거래","서울 동작구, 서울 영등포구","-"
"66846","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","59.9800","202506","25","145,000","113","10","개인","개인","2020","여의대방로35가길 19","-","중개거래","서울 영등포구","25.10.30"
"66847","서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","84.9600","202506","25","144,000","324","10","개인","개인","2004","상도로53길 8","-","중개거래","서울 동작구, 서울 서초구","25.10.14"
"66848","서울특별시 동작구 상도동","416","0416","0000","아이파크","84.9600","202506","25","126,000","103","8","개인","개인","2004","장승배기로 26","-","중개거래","서울 동작구","25.10.29"
"66849","서울특별시 동작구 노량진동","57-1","0057","0001","메가스터디타워","16.0100","202506","25","16,000","메가스터디타워","9","개인","개인","2015","노량진로 140","-","중개거래","서울 동작구","25.07.30"
"66850","서울특별시 서초구 잠원동","63-2","0063","0002","신반포청구","59.9100","202506","25","250,000","102","12","개인","개인","1998","신반포로33길 66","-","중개거래","서울 서초구","25.08.29"
"66851","서울특별시 영등포구 양평동4가","51-1","0051","0001","경남아너스빌","59.8400","202506","25","84,000","-","18","개인","개인","2000","양평로17길 9","20250710","중개거래","서울 영등포구","-"
"66852","서울특별시 영등포구 양평동4가","51-1","0051","0001","경남아너스빌","59.8400","202506","25","84,000","101","18","개인","개인","2000","양평로17길 9","-","중개거래","서울 영등포구","25.07.31"
"66853","서울특별시 동작구 상도동","527","0527","0000","이수브라운스톤상도(527-0)","59.9100","202506","25","130,000","103","5","개인","개인","2007","상도로31길 19","-","중개거래","서울 동작구","25.10.31"
"66854","서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","84.9600","202506","25","142,000","307","8","개인","개인","2004","상도로53길 8","-","중개거래","서울 동작구","25.10.31"
"66855","서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","114.7800","202506","25","98,500","103","24","개인","개인","2000","관악로30길 12","-","중개거래","서울 관악구","25.10.31"
"66856","서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","59.5800","202506","25","83,000","107","6","개인","개인","2004","관악로30길 27","-","중개거래","서울 관악구","25.10.31"
"66857","서울특별시 관악구 봉천동","1730-1","1730","0001","e편한세상서울대입구2단지","84.9700","202506","25","122,500","205","2","개인","개인","2019","청룡16길 43","-","중개거래","서울 관악구","25.10.22"
"66858","서울특별시 관악구 봉천동","1733","1733","0000","e편한세상서울대입구2차","84.3100","202506","25","127,500","502","11","개인","개인","2020","참숯1길 19","-","중개거래","서울 관악구","25.10.15"
"66859","서울특별시 관악구 봉천동","1701","1701","0000","건영6","59.9000","202506","25","72,500","101","1","개인","개인","1999","관악로 133","-","중개거래","서울 관악구","25.09.30"
"66860","서울특별시 관악구 봉천동","1719","1719","0000","관악동부센트레빌","59.7500","202506","25","88,600","106","6","개인","개인","2004","은천로33길 5","-","중개거래","서울 관악구","25.09.26"
"66861","서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","114.6900","202506","25","90,000","109","3","개인","개인","2000","관악로 285","-","직거래","-","25.08.21"
"66862","서울특별시 관악구 봉천동","1708","1708","0000","두산","114.9900","202506","25","117,000","207","23","개인","개인","2000","은천로 86","-","중개거래","서울 관악구","25.08.12"
"66863","서울특별시 영등포구 신길동","4656","4656","0000","우성3","53.2400","202506","25","75,000","301","4","개인","개인","1989","대방천로14길 32","-","중개거래","서울 동작구, 서울 영등포구","25.10.23"
"66864","서울특별시 관악구 봉천동","1712","1712","0000","관악드림(동아)","84.9600","202506","25","94,000","120","2","개인","개인","2003","성현로 80","-","중개거래","서울 관악구","25.08.29"
"66865","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","59.9800","202506","25","137,000","106","5","개인","개인","2020","여의대방로35가길 19","-","중개거래","서울 영등포구","25.10.17"
"66866","서울특별시 영등포구 신길동","4969","4969","0000","힐스테이트클래시안","59.9100","202506","25","143,000","111","28","개인","개인","2020","신길로28길 9","-","중개거래","서울 영등포구","25.10.01"
"66867","서울특별시 영등포구 신길동","4950","4950","0000","래미안에스티움","84.9700","202506","25","171,500","104동","26","개인","개인","2017","신풍로 77","-","중개거래","서울 영등포구","25.08.27"
"66868","서울특별시 영등포구 신길동","4501","4501","0000","우창","66.8200","202506","25","110,000","1","7","개인","개인","1983","여의대방로5길 6","-","중개거래","서울 동작구, 서울 영등포구","25.09.30"
"66869","서울특별시 영등포구 신길동","4950","4950","0000","래미안에스티움","84.9700","202506","25","172,000","106동","16","개인","개인","2017","신풍로 77","-","중개거래","서울 동작구, 서울 영등포구","25.09.25"
"66870","서울특별시 영등포구 신길동","897-1","0897","0001","삼환","84.8400","202506","25","100,000","104","18","개인","개인","1997","여의대방로43나길 25","-","중개거래","서울 영등포구","25.09.19"
"66871","서울특별시 동작구 사당동","1131","1131","0000","두산위브트레지움","84.4220","202506","25","180,000","103","14","개인","개인","2011","사당로13길 31","-","중개거래","서울 동작구, 서울 용산구","25.09.12"
"66872","서울특별시 서초구 잠원동","157","0157","0000","동아","59.9200","202506","25","300,000","106","18","개인","개인","2002","신반포로33길 15","-","중개거래","서울 서초구","25.10.17"
"66873","서울특별시 동작구 사당동","1141","1141","0000","르메이에르","59.4000","202506","25","66,500","-","11","개인","개인","2001","사당로20길 119","20250630","중개거래","서울 동작구","-"
"66874","서울특별시 동작구 사당동","1138","1138","0000","삼호그린","59.5800","202506","25","79,000","-","15","개인","개인","1999","사당로2가길 188","-","중개거래","서울 동작구","25.07.02"
"66875","서울특별시 서초구 잠원동","50-5","0050","0005","신반포12","55.4500","202506","25","260,000","326","9","개인","개인","1982","잠원로14길 41","-","중개거래","서울 서초구","25.07.29"
"66876","서울특별시 서초구 잠원동","71-17","0071","0017","중앙하이츠","75.4400","202506","25","250,000","B","4","개인","개인","1998","잠원로3길 20","-","중개거래","서울 강남구, 서울 서초구","25.09.01"
"66877","서울특별시 관악구 신림동","1746","1746","0000","힐스테이트뉴포레","59.9986","202506","25","109,500","105","27","개인","개인","2022","조원로 25","-","중개거래","서울 관악구","25.09.30"
"66878","서울특별시 관악구 신림동","1722","1722","0000","신림동신도브래뉴","81.4200","202506","25","82,500","신림동 신도 브래뉴아파트 101동","2","개인","개인","2003","조원로16길 12","-","중개거래","서울 관악구","25.09.30"
"66879","서울특별시 관악구 신림동","255-189","0255","0189","현대","71.9000","202506","25","42,000","105","6","개인","개인","1991","대학20길 27","-","중개거래","서울 관악구","25.11.21"
"66880","서울특별시 동작구 상도동","521","0521","0000","포스코더샵","59.9900","202506","25","137,000","109","3","개인","개인","2007","장승배기로4길 9","-","중개거래","서울 동작구","25.11.03"
"66881","서울특별시 동작구 노량진동","57-1","0057","0001","메가스터디타워","16.0100","202506","25","16,000","-","9","개인","개인","2015","노량진로 140","20250627","중개거래","서울 동작구","-"
"66882","서울특별시 서초구 잠원동","73","0073","0000","신반포2","68.9100","202506","25","376,000","112","4","개인","개인","1978","신반포로23길 41","-","중개거래","대전 서구, 서울 서초구","25.10.21"
"66883","서울특별시 서초구 잠원동","63-2","0063","0002","신반포청구","59.9100","202506","25","250,000","-","12","개인","개인","1998","신반포로33길 66","20250711","중개거래","서울 서초구","-"
"66884","서울특별시 서초구 잠원동","61-1","0061","0001","신반포25","84.4900","202506","25","400,000","345","12","개인","개인","1984","잠원로 136","-","중개거래","서울 서초구","25.09.30"
"66885","서울특별시 서초구 반포동","1344","1344","0000","반포센트레빌아스테리움","82.0165","202506","25","349,000","-","13","개인","개인","2021","사평대로 310-4","20250711","중개거래","서울 서초구","-"
"66886","서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","114.9700","202506","25","150,000","321","3","개인","개인","2004","상도로53길 8","-","중개거래","서울 동작구","25.08.29"
"66887","서울특별시 동작구 동작동","332","0332","0000","이수교KCC스위첸","59.9100","202506","25","102,000","101","6","개인","개인","2006","동작대로45길 22","-","중개거래","서울 서초구","25.06.30"
"66888","서울특별시 영등포구 대림동","607-1","0607","0001","코오롱","59.9400","202506","25","85,000","104","13","개인","개인","1998","도영로 2-5","-","중개거래","서울 영등포구","25.08.14"
"66889","서울특별시 영등포구 대림동","1125","1125","0000","보라매 신동아 파밀리에","59.9500","202506","25","84,700","102동","5","개인","개인","2016","디지털로 420","-","중개거래","서울 영등포구","25.09.30"
"66890","서울특별시 동작구 사당동","1141","1141","0000","르메이에르","59.4000","202506","25","66,500","101","11","개인","개인","2001","사당로20길 119","-","중개거래","서울 동작구","25.09.16"
"66891","서울특별시 서초구 반포동","1344","1344","0000","반포센트레빌아스테리움","82.0165","202506","25","349,000","-","13","개인","개인","2021","사평대로 310-4","20250711","중개거래","서울 서초구","-"
"66892","서울특별시 서초구 반포동","1344","1344","0000","반포센트레빌아스테리움","82.0165","202506","25","349,000","102","13","개인","개인","2021","사평대로 310-4","-","중개거래","서울 서초구","25.10.24"
"66893","서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","84.9600","202506","25","142,000","-","8","개인","개인","2004","상도로53길 8","20250910","중개거래","서울 동작구","-"
"66894","서울특별시 서초구 반포동","20-43","0020","0043","반포자이","59.9800","202506","25","370,000","131","10","개인","개인","2009","신반포로 270","-","중개거래","서울 서초구","25.09.10"
"66895","서울특별시 동작구 상도동","211-1","0211","0001","약수맨션","108.6300","202506","25","115,000","씨","2","개인","개인","1980","양녕로26길 15","-","중개거래","서울 동작구","25.09.16"
"66896","서울특별시 관악구 신림동","1703-1","1703","0001","LIG대학마을(건영아파트3차)","84.8200","202506","24","67,000","6","10","개인","개인","1996","신림로3길 40","-","중개거래","서울 관악구","25.09.24"
"66897","서울특별시 관악구 신림동","1694","1694","0000","신림현대","34.8600","202506","24","42,000","111","14","개인","개인","1993","신림로29길 8","-","중개거래","서울 관악구","25.07.31"
"66898","서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","84.9600","202506","24","136,500","314","12","개인","개인","2004","상도로53길 8","-","중개거래","서울 동작구","25.09.19"
"66899","서울특별시 동작구 사당동","1134","1134","0000","경남아너스빌1차","114.2900","202506","24","108,000","103","10","개인","개인","1997","사당로9가길 82","-","중개거래","서울 동작구","25.10.01"
"66900","서울특별시 동작구 사당동","1133","1133","0000","삼성래미안","114.5020","202506","24","129,000","107","5","개인","개인","2003","사당로23바길 9","-","중개거래","서울 동작구","25.08.28"
"66901","서울특별시 동작구 사당동","105","0105","0000","극동(105)","109.7000","202506","24","142,000","103","4","개인","개인","1993","동작대로29길 119","-","중개거래","서울 동작구","25.11.28"
"66902","서울특별시 동작구 사당동","105","0105","0000","극동(105)","109.7000","202506","24","142,000","-","4","개인","개인","1993","동작대로29길 119","20250911","중개거래","서울 동작구","-"
"66903","서울특별시 서초구 반포동","60-4","0060","0004","반포미도","84.9600","202506","24","380,000","302","7","개인","개인","1987","서초중앙로29길 28","-","중개거래","서울 강남구, 서울 서초구","25.09.04"
"66904","서울특별시 동작구 상도동","408","0408","0000","상도동삼호아파트","114.6300","202506","24","103,000","104","11","개인","개인","1994","상도로 407","-","중개거래","서울 관악구, 서울 동작구","25.08.22"
"66905","서울특별시 동작구 상도동","521","0521","0000","포스코더샵","132.7350","202506","24","164,000","102","9","개인","개인","2007","장승배기로4길 9","-","중개거래","서울 강서구, 서울 동작구","25.10.13"
"66906","서울특별시 동작구 흑석동","341","0341","0000","아크로리버하임","84.9184","202506","24","300,000","102","6","개인","개인","2019","현충로 52","-","중개거래","서울 동작구, 서울 용산구","25.07.31"
"66907","서울특별시 동작구 상도동","904","0904","0000","상도역롯데캐슬파크엘","110.9878","202506","24","204,000","112","8","개인","개인","2021","양녕로 220","-","중개거래","서울 동작구","25.10.15"
"66908","서울특별시 동작구 상도동","533","0533","0000","힐스테이트 상도 프레스티지","120.9360","202506","24","172,000","213","13","개인","개인","2013","상도로 346-2","-","중개거래","서울 동작구","25.10.27"
"66909","서울특별시 동작구 동작동","331","0331","0000","금강KCC","84.9500","202506","24","117,000","103","13","개인","개인","2003","동작대로39가길 55","-","중개거래","서울 동작구","25.08.05"
"66910","서울특별시 영등포구 신길동","4945","4945","0000","래미안영등포프레비뉴","59.9900","202506","24","131,000","107","7","개인","개인","2015","가마산로 442","-","중개거래","서울 영등포구","25.11.10"
"66911","서울특별시 서초구 방배동","1015","1015","0000","임광","84.7800","202506","24","237,000","-","7","개인","개인","1985","방배로 14","20250707","중개거래","서울 서초구","-"
"66912","서울특별시 서초구 방배동","1015","1015","0000","임광","84.7800","202506","24","237,000","1","7","개인","개인","1985","방배로 14","-","중개거래","서울 서초구","25.09.19"
"66913","서울특별시 영등포구 신길동","769-1","0769","0001","한성","84.9800","202506","24","102,000","101","18","개인","법인","1997","가마산로 575","-","중개거래","서울 영등포구","25.10.21"
"66914","서울특별시 영등포구 대림동","1125","1125","0000","보라매 신동아 파밀리에","84.8800","202506","24","95,000","101동","9","개인","개인","2016","디지털로 420","-","중개거래","서울 영등포구","25.08.29"
"66915","서울특별시 영등포구 대림동","608-1","0608","0001","현대3차","59.8300","202506","24","88,800","302","16","개인","개인","1997","도신로 31","-","중개거래","서울 구로구, 서울 영등포구","25.08.08"
"66916","서울특별시 동작구 본동","492","0492","0000","삼성래미안","84.2261","202506","24","130,000","102","15","개인","개인","2004","매봉로 123","-","중개거래","서울 동작구","25.08.18"
"66917","서울특별시 서초구 우면동","67","0067","0000","한라","59.9800","202506","24","135,000","103","1","개인","개인","1994","바우뫼로 33","-","중개거래","서울 동작구, 서울 서초구","25.10.30"
"66918","서울특별시 서초구 잠원동","157","0157","0000","동아","84.9100","202506","24","335,000","106","6","개인","개인","2002","신반포로33길 15","-","중개거래","서울 서초구","25.08.18"
"66919","서울특별시 서초구 잠원동","53-15","0053","0015","강변","84.5300","202506","24","293,000","2","10","개인","개인","1987","잠원로 166-17","-","중개거래","서울 서초구","25.09.30"
"66920","서울특별시 동작구 신대방동","470-8","0470","0008","한성아파트","59.8700","202506","24","85,700","103","16","개인","개인","1995","여의대방로10길 13","-","중개거래","서울 동작구","25.08.19"
